,ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Contribution_ID,Word_ID,BorrowedScore,AgeScore,SimplicityScore,Borrowed,Analyzability,Age,ContactSituation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source,x1,word,origin_type,source_language,original_word,source_language_short,symbol,word_form_source,n,y,color,source_language_lumped
575,8419,13,23-21,nurse,,,13,13,72212320306395795,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1325 [13],French contact [13],before 1325,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,624.0,nurse,immediate,French (Anglo-Norman),nourice,French (Anglo-Norman),,nurse / nourice,138,63,#221F1D,French (Anglo-Norman)
489,8282,13,19-36,noble,,,13,13,72212320931672696,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1230 [13],French contact [13],c. 1230,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,619.0,noble,immediate,French (Anglo-Norman),noble,French (Anglo-Norman),,noble / noble,138,64,#221F1D,French (Anglo-Norman)
43,7076,13,2-54,niece,,,13,13,72212319488704021,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1300 [13],French contact [13],c. 1300,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,617.0,niece,immediate,French (Anglo-Norman),nice,French (Anglo-Norman),,niece / nice,138,65,#221F1D,French (Anglo-Norman)
195,7529,13,6-75,necklace,,,13,13,72212320853794726,1.0,0.9,0.5,1. clearly borrowed,analyzable compound,1577 [13],French contact [13],1577,Second part is a loanword,,,,,Replacement,,NECK (which see) + LACE,,,,,,,The first recording in English of LACE may be before 1366,,,,Present in pre-contact environment,,612.0,necklace,immediate,French (Anglo-Norman),laz,French (Anglo-Norman),,necklace / laz,138,66,#221F1D,French (Anglo-Norman)
455,8203,13,17-45,necessity,,,13,13,72212320281145603,1.0,1.0,0.75,1. clearly borrowed,semi-analyzable,before 1382 [13],French contact [13],before 1382,,,,Stem “necess-” does not occur as a simplex in English,,Coexistence,,NECESS- + -ITY abstract,,,,,,,,,,,Present in pre-contact environment,,610.0,necessity,immediate,French (Anglo-Norman),necessite,French (Anglo-Norman),,necessity / necessite,138,67,#221F1D,French (Anglo-Norman)
599,8457,13,23-63,music,,,13,13,72212320702489771,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1325 [13],French contact [13],before 1325,,,,,,Coexistence,,,,,,,,,Greek to Latin to French to English.,,,,Present in pre-contact environment,,606.0,music,immediate,French (Anglo-Norman),musique,French (Anglo-Norman),,music / musique,138,68,#221F1D,French (Anglo-Norman)
268,7668,13,8-98,mushroom,,,13,13,72212320470693798,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1440 [13],French contact [13],1440,,,,,,Insertion,,,,,,,,,"Spelling is deceptive, the word has no connection with “mush” or “room”.",,,,Present in pre-contact environment,,604.0,mushroom,immediate,French (Anglo-Norman),muserun,French (Anglo-Norman),,mushroom / muserun,138,69,#221F1D,French (Anglo-Norman)
59,7130,13,3-47,mule,,,13,13,72212320904105093,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1225 [13],French contact [13],before 1225,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,600.0,mule,immediate,French (Anglo-Norman),mul,French (Anglo-Norman),,mule / mul,138,70,#221F1D,French (Anglo-Norman)
297,7752,13,10-11,move,,,13,13,72212320315168580,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1275 [13],French contact [13],c. 1275,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,597.0,move,immediate,French (Anglo-Norman),mover,French (Anglo-Norman),,move / mover,138,71,#221F1D,French (Anglo-Norman)
286,7732,13,9-72,mould,,,13,13,72212320114234989,0.0,1.0,1.0,5. no evidence for borrowing,unanalyzable,1327 [13],French contact [13],1327,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,593.0,mould,immediate,French (Anglo-Norman),modle,French (Anglo-Norman),,mould / modle,138,72,#221F1D,French (Anglo-Norman)
153,7449,13,5-58,mortar,,,13,13,72212320263451841,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Late Old English [13],French contact [13],Late Old English,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,586.0,mortar,immediate,French (Anglo-Norman),mortier,French (Anglo-Norman),,mortar / mortier,138,73,#221F1D,French (Anglo-Norman)
229,7590,13,7-63,mortar,,,13,13,72212320642065865,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1300 [13],French contact [13],before 1300,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,586.0,mortar,immediate,French (Anglo-Norman),mortier,French (Anglo-Norman),,mortar / mortier,138,74,#221F1D,French (Anglo-Norman)
332,7856,13,11-43,money,,,13,13,72212320933470758,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1325 [13],French contact [13],before 1325,,,,,,Coexistence,,,,,,,,,"Associated popularly with the temple of Juno Monēta where coins were made; temple so called because the geese at her temple on the Capitoline Hill were able to warn (Latin monēre) sleeping Romans of a Gaulish invasion, probably in 387BCE.",,,,Present in pre-contact environment,,582.0,money,immediate,French (Anglo-Norman),monai,French (Anglo-Norman),,money / monai,138,75,#221F1D,French (Anglo-Norman)
584,8426,13,23-32,minister,,,13,13,72212320850609761,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1300 [13],French contact [13],c. 1300,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,574.0,minister,immediate,French (Anglo-Norman),menestre,French (Anglo-Norman),,minister / menestre,138,76,#221F1D,French (Anglo-Norman)
345,7877,13,11-84,merchant,,,13,13,7221232077243262,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1225 [13],French contact [13],c. 1225,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,569.0,merchant,immediate,French (Anglo-Norman),marchand,French (Anglo-Norman),,merchant / marchand,138,77,#221F1D,French (Anglo-Norman)
366,7937,13,12-54,measure,,,13,13,7221232061321404,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1340 [13],French contact [13],1340,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,565.0,measure,immediate,French (Anglo-Norman),mesurer,French (Anglo-Norman),,measure / mesurer,138,78,#221F1D,French (Anglo-Norman)
581,8444,13,23-53,mattress,,,13,13,7221232077773854,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1300 [13],French contact [13],c. 1300,,,,,,Insertion,,,,,,,,,Arabic to Italian to French to English.,,,,Present only since contact,,563.0,mattress,immediate,French (Anglo-Norman),materas,French (Anglo-Norman),,mattress / materas,138,79,#221F1D,French (Anglo-Norman)
226,7588,13,7-61,mason,,,13,13,72212320368840728,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1275 [13],French contact [13],c. 1275,,,,,,Insertion,,,,,,,,,Probably of Germanic origin and associated with “make”,,,,Present only since contact,,556.0,mason,immediate,French (Anglo-Norman),macium,French (Anglo-Norman),,mason / macium,138,80,#221F1D,French (Anglo-Norman)
459,8207,13,17-49,manner,,,13,13,72212320139179066,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1225 [13],French contact [13],before 1225,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,551.0,manner,immediate,French (Anglo-Norman),manere,French (Anglo-Norman),,manner / manere,138,81,#221F1D,French (Anglo-Norman)
80,7221,13,3-96,lizard,,,13,13,72212320338523643,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1377 [13],French contact [13],1377,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,538.0,lizard,immediate,French (Anglo-Norman),lezard,French (Anglo-Norman),,lizard / lezard,138,82,#221F1D,French (Anglo-Norman)
210,7559,13,7-231,latch,,,13,13,72212320642237629,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1331 [13],French contact [13],1331,,,,,,No information,,,,,,,,,"A possible cognate in Greek is given in Hoad (1986: 259). Note also Latin laqueus ‘noose’, the source of English LACE.",,,,Present in pre-contact environment,,523.0,latch,immediate,French (Anglo-Norman),lache,French (Anglo-Norman),,latch / lache,138,83,#221F1D,French (Anglo-Norman)
193,7526,13,6-72,jewel,,,13,13,72212320686125427,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1290 [13],French contact [13],c. 1290,,,,,,Replacement,,,,,,,,,This etymology is disputed and some form of connection with Latin iocāle ‘plaything’ has been suggested,,,,Present in pre-contact environment,,500.0,jewel,immediate,French (Anglo-Norman),juel,French (Anglo-Norman),,jewel / juel,138,84,#221F1D,French (Anglo-Norman)
450,8197,13,17-41,intention,,,13,13,72212320982287805,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,1375 [13],French contact [13],1375,,,,,,Replacement,,INTEND + abstract  -ION,,,,,,,1340 is the date for the first recording of this word in any sense,,,,Present in pre-contact environment,,490.0,intention,immediate,French (Anglo-Norman),intencion,French (Anglo-Norman),,intention / intencion,138,85,#221F1D,French (Anglo-Norman)
560,8394,13,22-37,idol,,,13,13,72212320810831005,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1250 [13],French contact [13],c. 1250,,,,,,Insertion,,,,,,,,,Greek to Latin to English,,,,Present in pre-contact environment,,478.0,idol,immediate,French (Anglo-Norman),idele,French (Anglo-Norman),,idol / idele,138,86,#221F1D,French (Anglo-Norman)
331,7848,13,11-28,hurt,,,13,13,72212320112185678,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1200 [13],French contact [13],c. 1200,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,472.0,hurt,immediate,French (Anglo-Norman),hurter,French (Anglo-Norman),,hurt / hurter,138,87,#221F1D,French (Anglo-Norman)
389,8045,13,14-51,hour,,,13,13,7221232061949848,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1250 [13],French contact [13],c. 1250,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,470.0,hour,immediate,French (Anglo-Norman),ure,French (Anglo-Norman),,hour / ure,138,88,#221F1D,French (Anglo-Norman)
63,7141,13,3-583,heron,,,13,13,72212320751081438,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1302 [13],French contact [13],1302,,,,,,No information,,,,,,,,,,,,,No information,,464.0,heron,immediate,French (Anglo-Norman),hairon,French (Anglo-Norman),,heron / hairon,138,89,#221F1D,French (Anglo-Norman)
198,7534,13,6-81,"handkerchief, hankie",,,13,13,72212320838792116,1.0,0.9,0.5,1. clearly borrowed,analyzable compound,1530 [13],French contact [13],1530,Second part is a foreign compound,,,,,Insertion,,HAND (which see) + KERCHIEF,,,,,,,KERCHIEF is first recorded before 1300,,,,Present in pre-contact environment,,459.0,"handkerchief, hankie",immediate,French (Anglo-Norman),courchief,French (Anglo-Norman),,"handkerchief, hankie / courchief",138,90,#221F1D,French (Anglo-Norman)
414,8127,13,16-32,grief,,,13,13,72212320328377060,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1325 [13],French contact [13],before 1325,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,452.0,grief,immediate,French (Anglo-Norman),grief,French (Anglo-Norman),,grief / grief,138,91,#221F1D,French (Anglo-Norman)
232,7598,13,8-13,garden,,,13,13,72212320228557419,1.0,1.0,0.75,1. clearly borrowed,semi-analyzable,c. 1300 [13],French contact [13],c. 1300,,,,,,No information,,form of YARD = -EN of vague definition,,,,,,,,,,,Present in pre-contact environment,,425.0,garden,immediate,French (Anglo-Norman),gardin,French (Anglo-Norman),,garden / gardin,138,92,#221F1D,French (Anglo-Norman)
545,8366,13,21-38,fine,,,13,13,72212320460805690,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1435 [13],French contact [13],c. 1435,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,398.0,fine,immediate,French (Anglo-Norman),fin,French (Anglo-Norman),,fine / fin,138,93,#221F1D,French (Anglo-Norman)
118,7368,13,4-841,fever,,,13,13,72212320540430255,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1000 [13],French contact [13],c. 1000,,,,,,No information,,,,,,,,,"This looks like an early French loan into Old English, one of a small set of such forms.",,,,Present in pre-contact environment,,394.0,fever,immediate,French (Anglo-Norman),fievre,French (Anglo-Norman),,fever / fievre,138,94,#221F1D,French (Anglo-Norman)
30,7045,13,2-24,female,,,13,13,72212319384593678,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1382 [13],French contact [13],1382,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,389.0,female,immediate,French (Anglo-Norman),femelle,French (Anglo-Norman),,female / femelle,138,95,#221F1D,French (Anglo-Norman)
53,7103,13,3-13,female,,,13,13,7221232075070934,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1382 [13],French contact [13],1382,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,389.0,female,immediate,French (Anglo-Norman),femelle,French (Anglo-Norman),,female / femelle,138,96,#221F1D,French (Anglo-Norman)
426,8150,13,16-65,faithful,,,13,13,722123207139800,1.0,1.0,0.5,1. clearly borrowed,analyzable compound,before 1300 [13],French contact [13],before 1300,,,,,,Replacement,,faith-full,,,,,,,,,,,Present in pre-contact environment,,377.0,faithful,immediate,French (Anglo-Norman),fed,French (Anglo-Norman),,faithful / fed,138,97,#221F1D,French (Anglo-Norman)
563,8398,13,22-44,fairy,,,13,13,72212320673878183,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1320 [13],French contact [13],1320,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,375.0,fairy,immediate,French (Anglo-Norman),faierie,French (Anglo-Norman),,fairy / faierie,138,98,#221F1D,French (Anglo-Norman)
90,7247,13,4-204,face,,,13,13,72212320871904524,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1290 [13],French contact [13],c. 1290,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,373.0,face,immediate,French (Anglo-Norman),face,French (Anglo-Norman),,face / face,138,99,#221F1D,French (Anglo-Norman)
456,8204,13,17-46,easy,,,13,13,72212320219566403,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,c. 1200 [13],French contact [13],c. 1200,,,,,,Replacement,,ease-ADJ,,,,,,,"The French form may have come into French via Italian adagiare. Ansātus ‘at ease, having one’s arms akimbo’, from ansa ‘handle’ has also been suggested as an etymon for the Latin form.",,,,Present in pre-contact environment,,353.0,easy,immediate,French (Anglo-Norman),aisié,French (Anglo-Norman),,easy / aisié,138,100,#221F1D,French (Anglo-Norman)
329,7846,13,11-27,destroy,,,13,13,72212320314512181,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1297 [13],French contact [13],1297,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,317.0,destroy,immediate,French (Anglo-Norman),destruire,French (Anglo-Norman),,destroy / destruire,138,101,#221F1D,French (Anglo-Norman)
424,8146,13,16-54,danger,,,13,13,72212320665853555,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1225 [13],French contact [13],before 1225,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,299.0,danger,immediate,French (Anglo-Norman),danger,French (Anglo-Norman),,danger / danger,138,102,#221F1D,French (Anglo-Norman)
418,8133,13,16-37,cry,,,13,13,72212320836492996,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1225 [13],French contact [13],before 1225,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,286.0,cry,immediate,French (Anglo-Norman),crier,French (Anglo-Norman),,cry / crier,138,103,#221F1D,French (Anglo-Norman)
150,7447,13,5-56,crush,,,13,13,72212320486949564,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1398 [13],French contact [13],1398,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,284.0,crush,immediate,French (Anglo-Norman),croisir,French (Anglo-Norman),,crush / croisir,138,104,#221F1D,French (Anglo-Norman)
305,7778,13,10-413,crouch,,,13,13,72212320311546446,0.5,1.0,1.0,3. perhaps borrowed,unanalyzable,c. 1394 [13],French contact [13],c. 1394,,,,,,No information,,,,,,,,,The loan origin of this word in highly speculative and the potential source is itself only recorded once in French,,,,Present in pre-contact environment,,283.0,crouch,immediate,French (Anglo-Norman),crochir,French (Anglo-Norman),,crouch / crochir,138,105,#221F1D,French (Anglo-Norman)
81,7222,13,3-97,crocodile,,,13,13,72212320430006050,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1300 [13],French contact [13],c. 1300,,,,,,Insertion,,,,,,Revision of *krokó-drilos ‘worm of the pebbles’,,,,,,,Present only since contact,,279.0,crocodile,immediate,French (Anglo-Norman),cocodrille,French (Anglo-Norman),,crocodile / cocodrille,138,106,#221F1D,French (Anglo-Norman)
370,7956,13,12-76,corner,,,13,13,722123202990322,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1292 [13],French contact [13],1292,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,258.0,corner,immediate,French (Anglo-Norman),corner,French (Anglo-Norman),,corner / corner,138,107,#221F1D,French (Anglo-Norman)
539,8360,13,21-32,condemn,,,13,13,72212320318618589,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1300 [13],French contact [13],1300,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,246.0,condemn,immediate,French (Anglo-Norman),condemner,French (Anglo-Norman),,condemn / condemner,138,108,#221F1D,French (Anglo-Norman)
495,8290,13,19-45,command,,,13,13,7221232067746071,1.0,1.0,0.75,1. clearly borrowed,semi-analyzable,before 1300 [13],French contact [13],before 1300,,,,,,Coexistence,,COM- + -MAND (neither morpheme used as a simplex in English),,,,,,,,,,,Present in pre-contact environment,,242.0,command,immediate,French (Anglo-Norman),cumander,French (Anglo-Norman),,command / cumander,138,109,#221F1D,French (Anglo-Norman)
333,7857,13,11-44,coin,,,13,13,72212320155081239,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1386 [13],French contact [13],c. 1386,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,234.0,coin,immediate,French (Anglo-Norman),coin,French (Anglo-Norman),,coin / coin,138,110,#221F1D,French (Anglo-Norman)
444,8191,13,17-34,clear,,,13,13,72212320107217355,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1297 [13],French contact [13],1297,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,219.0,clear,immediate,French (Anglo-Norman),cler,French (Anglo-Norman),,clear / cler,138,111,#221F1D,French (Anglo-Norman)
481,8271,13,19-15,city,,,13,13,72212320402275770,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1225 [13],French contact [13],before 1225,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,215.0,city,immediate,French (Anglo-Norman),cite,French (Anglo-Norman),,city / cite,138,112,#221F1D,French (Anglo-Norman)
490,8283,13,19-37,citizen,,,13,13,72212320317980427,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,c. 1314 [13],French contact [13],c. 1314,,,,,,No information,,CITY +agentive suffix,,,,,,,,,,,Present only since contact,,211.0,citizen,immediate,French (Anglo-Norman),citezein,French (Anglo-Norman),,citizen / citezein,138,113,#221F1D,French (Anglo-Norman)
292,7746,13,9-84,chisel,,,13,13,72212320681817272,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1382 [13],French contact [13],1382,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,204.0,chisel,immediate,French (Anglo-Norman),chisel,French (Anglo-Norman),,chisel / chisel,138,114,#221F1D,French (Anglo-Norman)
486,8276,13,19-24,chieftain,,,13,13,72212320202995859,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1275 [13],French contact [13],c. 1275,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,198.0,chieftain,immediate,French (Anglo-Norman),chevetain,French (Anglo-Norman),,chieftain / chevetain,138,115,#221F1D,French (Anglo-Norman)
